+-------------------------------------------------------+
|                       Zipf's law                      |
+----------------------------+-------+-------+----------+
|            word            |  rank | count | constant |
|        facilitateur        |  7128 |   1   |   7128   |
|        explicative         |  7129 |   1   |   7129   |
|          variété           |  7130 |   1   |   7130   |
|          d’aucuns          |  7131 |   1   |   7131   |
|          chargent          |  7132 |   1   |   7132   |
|         préfèrent          |  7133 |   1   |   7133   |
|          démarrer          |  7134 |   1   |   7134   |
|          citation          |  7135 |   1   |   7135   |
|        disputations        |  7136 |   1   |   7136   |
|         théologie          |  7137 |   1   |   7137   |
|         pédagogue          |  7138 |   1   |   7138   |
|           tozzi            |  7139 |   1   |   7139   |
|          créateur          |  7140 |   1   |   7140   |
|            crdp            |  7141 |   1   |   7141   |
|          diotime           |  7142 |   1   |   7142   |
|          l’agora           |  7143 |   1   |   7143   |
|           noter            |  7144 |   1   |   7144   |
|         bruxelles          |  7145 |   1   |   7145   |
|          récents           |  7146 |   1   |   7146   |
|       dekatérinbourg       |  7147 |   1   |   7147   |
|         lécrivain          |  7148 |   1   |   7148   |
|           tugny            |  7149 |   1   |   7149   |
|           chili            |  7150 |   1   |   7150   |
|           puerto           |  7151 |   1   |   7151   |
|           ideas            |  7152 |   1   |   7152   |
|         valparaiso         |  7153 |   1   |   7153   |
|            para            |  7154 |   1   |   7154   |
|       intellectuels        |  7155 |   1   |   7155   |
|         spontanée          |  7156 |   1   |   7156   |
|        considérant         |  7157 |   1   |   7157   |
|       superficielle        |  7158 |   1   |   7158   |
|            lont            |  7159 |   1   |   7159   |
|           dedgar           |  7160 |   1   |   7160   |
|           lagora           |  7161 |   1   |   7161   |
|           grèce            |  7162 |   1   |   7162   |
|         déchanges          |  7163 |   1   |   7163   |
|         débuterait         |  7164 |   1   |   7164   |
|        philosophes         |  7165 |   1   |   7165   |
|         constater          |  7166 |   1   |   7166   |
|          emparées          |  7167 |   1   |   7167   |
|           émile            |  7168 |   1   |   7168   |
|          durkheim          |  7169 |   1   |   7169   |
|         verraitréf         |  7170 |   1   |   7170   |
|           anomie           |  7171 |   1   |   7171   |
|           lœuvre           |  7172 |   1   |   7172   |
|         modernité          |  7173 |   1   |   7173   |
|        mondialisée         |  7174 |   1   |   7174   |
|          repères           |  7175 |   1   |   7175   |
|           pousse           |  7176 |   1   |   7176   |
|          diverger          |  7177 |   1   |   7177   |
|         dorganiser         |  7178 |   1   |   7178   |
|         structurer         |  7179 |   1   |   7179   |
|         délimiter          |  7180 |   1   |   7180   |
|          agencer           |  7181 |   1   |   7181   |
|          répartir          |  7182 |   1   |   7182   |
|          dactions          |  7183 |   1   |   7183   |
|        réglementées        |  7184 |   1   |   7184   |
|           armée            |  7185 |   1   |   7185   |
|         étymologie         |  7186 |   1   |   7186   |
|         substantif         |  7187 |   1   |   7187   |
|          organum           |  7188 |   1   |   7188   |
|          organon           |  7189 |   1   |   7189   |
|            xiie            |  7190 |   1   |   7190   |
|            xive            |  7191 |   1   |   7191   |
|          musique           |  7192 |   1   |   7192   |
|           organe           |  7193 |   1   |   7193   |
|          musical           |  7194 |   1   |   7194   |
|         régulation         |  7195 |   1   |   7195   |
|         sociologie         |  7196 |   1   |   7196   |
|          précisée          |  7197 |   1   |   7197   |
|    psychosociologiequi     |  7198 |   1   |   7198   |
|         structuré          |  7199 |   1   |   7199   |
|        coordination        |  7200 |   1   |   7200   |
|       identifiables        |  7201 |   1   |   7201   |
|        fonctionnant        |  7202 |   1   |   7202   |
|         dobjectifs         |  7203 |   1   |   7203   |
|          salariés          |  7204 |   1   |   7204   |
|        actionnaires        |  7205 |   1   |   7205   |
|         informels          |  7206 |   1   |   7206   |
|       l’organisation       |  7207 |   1   |   7207   |
|       d’interaction        |  7208 |   1   |   7208   |
|         substituts         |  7209 |   1   |   7209   |
|       d’organisation       |  7210 |   1   |   7210   |
|        diminuerait         |  7211 |   1   |   7211   |
|       préjudiciable        |  7212 |   1   |   7212   |
|        mutuellement        |  7213 |   1   |   7213   |
|       relationnelles       |  7214 |   1   |   7214   |
|      microentreprises      |  7215 |   1   |   7215   |
|        législations        |  7216 |   1   |   7216   |
|          équipes           |  7217 |   1   |   7217   |
|      psychosociologie      |  7218 |   1   |   7218   |
|       implicitement        |  7219 |   1   |   7219   |
|          lintérêt          |  7220 |   1   |   7220   |
|         finalités          |  7221 |   1   |   7221   |
|          choisies          |  7222 |   1   |   7222   |
|            etou            |  7223 |   1   |   7223   |
|          parvient          |  7224 |   1   |   7224   |
|          réguler           |  7225 |   1   |   7225   |
|           dagir            |  7226 |   1   |   7226   |
|          pilotée           |  7227 |   1   |   7227   |
|       doptimisation        |  7228 |   1   |   7228   |
|         améliorée          |  7229 |   1   |   7229   |
|        déformations        |  7230 |   1   |   7230   |
|         accélérer          |  7231 |   1   |   7231   |
|          encadre           |  7232 |   1   |   7232   |
|        antierreurs         |  7233 |   1   |   7233   |
|      dutilisationréf       |  7234 |   1   |   7234   |
|       mutualisation        |  7235 |   1   |   7235   |
|         lutiliser          |  7236 |   1   |   7236   |
|         contextes          |  7237 |   1   |   7237   |
|        scalabilité         |  7238 |   1   |   7238   |
|          grossir           |  7239 |   1   |   7239   |
|          déchelle          |  7240 |   1   |   7240   |
|        traitements         |  7241 |   1   |   7241   |
|        sousjacente         |  7242 |   1   |   7242   |
|         résilience         |  7243 |   1   |   7243   |
|        fonctionner         |  7244 |   1   |   7244   |
|           panne            |  7245 |   1   |   7245   |
|        perspectives        |  7246 |   1   |   7246   |
|       segmentations        |  7247 |   1   |   7247   |
|       indispensables       |  7248 |   1   |   7248   |
|       impérativement       |  7249 |   1   |   7249   |
|         valideréf          |  7250 |   1   |   7250   |
|      responsabilités       |  7251 |   1   |   7251   |
|          détablir          |  7252 |   1   |   7252   |
|     organisationnelle      |  7253 |   1   |   7253   |
|         daffaires          |  7254 |   1   |   7254   |
|        transversaux        |  7255 |   1   |   7255   |
|         mobiliser          |  7256 |   1   |   7256   |
|         focalisent         |  7257 |   1   |   7257   |
|         latteinte          |  7258 |   1   |   7258   |
|           génère           |  7259 |   1   |   7259   |
|       décomposition        |  7260 |   1   |   7260   |
|          analyser          |  7261 |   1   |   7261   |
|       lépistémologie       |  7262 |   1   |   7262   |
|         segmentée          |  7263 |   1   |   7263   |
|          lévaluer          |  7264 |   1   |   7264   |
|          obtenue           |  7265 |   1   |   7265   |
|         comptables         |  7266 |   1   |   7266   |
|          tangible          |  7267 |   1   |   7267   |
|         intangible         |  7268 |   1   |   7268   |
|         polémique          |  7269 |   1   |   7269   |
|           fonde            |  7270 |   1   |   7270   |
|        économiques         |  7271 |   1   |   7271   |
|        distinguant         |  7272 |   1   |   7272   |
|           lifac            |  7273 |   1   |   7273   |
|        relationnel         |  7274 |   1   |   7274   |
|         structurel         |  7275 |   1   |   7275   |
|            fins            |  7276 |   1   |   7276   |
|          danalyse          |  7277 |   1   |   7277   |
|         dapprécier         |  7278 |   1   |   7278   |
|          routines          |  7279 |   1   |   7279   |
|          létalon           |  7280 |   1   |   7280   |
|         pleinement         |  7281 |   1   |   7281   |
|        rationalité         |  7282 |   1   |   7282   |
|         indicateur         |  7283 |   1   |   7283   |
|         paradigme          |  7284 |   1   |   7284   |
|       théoriquement        |  7285 |   1   |   7285   |
|        performances        |  7286 |   1   |   7286   |
|         comparant          |  7287 |   1   |   7287   |
|          leffort           |  7288 |   1   |   7288   |
|          consenti          |  7289 |   1   |   7289   |
|         évaluable          |  7290 |   1   |   7290   |
|        lindicateur         |  7291 |   1   |   7291   |
|            taux            |  7292 |   1   |   7292   |
|           gains            |  7293 |   1   |   7293   |
|        flexibilités        |  7294 |   1   |   7294   |
|   d’organisationcapital    |  7295 |   1   |   7295   |
|          segment           |  7296 |   1   |   7296   |
|         approches          |  7297 |   1   |   7297   |
|          stocker           |  7298 |   1   |   7298   |
|           tendus           |  7299 |   1   |   7299   |
|          chemins           |  7300 |   1   |   7300   |
|          négociés          |  7301 |   1   |   7301   |
|         interfaces         |  7302 |   1   |   7302   |
|         canalisant         |  7303 |   1   |   7303   |
|         maintenue          |  7304 |   1   |   7304   |
|         dupliquée          |  7305 |   1   |   7305   |
|          dagence           |  7306 |   1   |   7306   |
|        lactionnaire        |  7307 |   1   |   7307   |
|        majoritaire         |  7308 |   1   |   7308   |
|            open            |  7309 |   1   |   7309   |
|         détenteur          |  7310 |   1   |   7310   |
|         fonctionne         |  7311 |   1   |   7311   |
|          discute           |  7312 |   1   |   7312   |
|        programmeur         |  7313 |   1   |   7313   |
|            ben             |  7314 |   1   |   7314   |
|           kovitz           |  7315 |   1   |   7315   |
|        frustration         |  7316 |   1   |   7316   |
|        occasionnée         |  7317 |   1   |   7317   |
|         daccélérer         |  7318 |   1   |   7318   |
|         motvalise          |  7319 |   1   |   7319   |
|            issu            |  7320 |   1   |   7320   |
|          hawaïen           |  7321 |   1   |   7321   |
|          wikiwiki          |  7322 |   1   |   7322   |
|          référant          |  7323 |   1   |   7323   |
|          vocation          |  7324 |   1   |   7324   |
|         saméliorer         |  7325 |   1   |   7325   |
|           pédia            |  7326 |   1   |   7326   |
|           dérivé           |  7327 |   1   |   7327   |
|          παιδεία           |  7328 |   1   |   7328   |
|          paideia           |  7329 |   1   |   7329   |
|        instruction         |  7330 |   1   |   7330   |
|          méthode           |  7331 |   1   |   7331   |
|         dalimenter         |  7332 |   1   |   7332   |
|          langlais          |  7333 |   1   |   7333   |
|       parallèlement        |  7334 |   1   |   7334   |
|         participe          |  7335 |   1   |   7335   |
|        lélaboration        |  7336 |   1   |   7336   |
|        rétribution         |  7337 |   1   |   7337   |
|         supprimée          |  7338 |   1   |   7338   |
|           alloué           |  7339 |   1   |   7339   |
|        démissionne         |  7340 |   1   |   7340   |
|        projetsnote         |  7341 |   1   |   7341   |
|           stagne           |  7342 |   1   |   7342   |
|         expansion          |  7343 |   1   |   7343   |
|           échoué           |  7344 |   1   |   7344   |
|         intervient         |  7345 |   1   |   7345   |
|          salarié           |  7346 |   1   |   7346   |
|       humoristiques        |  7347 |   1   |   7347   |
|         sujetnote          |  7348 |   1   |   7348   |
|         symposium          |  7349 |   1   |   7349   |
|        journalisme         |  7350 |   1   |   7350   |
|          jonathan          |  7351 |   1   |   7351   |
|           andrew           |  7352 |   1   |   7352   |
|            lih             |  7353 |   1   |   7353   |
|        mentionnent         |  7354 |   1   |   7354   |
|        limportance         |  7355 |   1   |   7355   |
|        dactualités         |  7356 |   1   |   7356   |
|         lattention         |  7357 |   1   |   7357   |
|          attirée           |  7358 |   1   |   7358   |
|          reprises          |  7359 |   1   |   7359   |
|         éditoriaux         |  7360 |   1   |   7360   |
|            time            |  7361 |   1   |   7361   |
|            you             |  7362 |   1   |   7362   |
|        personnalité        |  7363 |   1   |   7363   |
|       laccélération        |  7364 |   1   |   7364   |
|          exemples          |  7365 |   1   |   7365   |
|          myspace           |  7366 |   1   |   7366   |
|           lance            |  7367 |   1   |   7367   |
|        wikipediaorg        |  7368 |   1   |   7368   |
|          financés          |  7369 |   1   |   7369   |
|         modifiable         |  7370 |   1   |   7370   |
|         convenues          |  7371 |   1   |   7371   |
|          miroirs           |  7372 |   1   |   7372   |
|           dédié            |  7373 |   1   |   7373   |
|         smartphone         |  7374 |   1   |   7374   |
|            zero            |  7375 |   1   |   7375   |
|          gratuite          |  7376 |   1   |   7376   |
|         émergents          |  7377 |   1   |   7377   |
|        partenariat         |  7378 |   1   |   7378   |
|         téléphonie         |  7379 |   1   |   7379   |
|         téléphone          |  7380 |   1   |   7380   |
|          portable          |  7381 |   1   |   7381   |
|           nétait           |  7382 |   1   |   7382   |
|          décompté          |  7383 |   1   |   7383   |
|          forfait           |  7384 |   1   |   7384   |
|          audience          |  7385 |   1   |   7385   |
|         concernés          |  7386 |   1   |   7386   |
|       linadéquation        |  7387 |   1   |   7387   |
|         dappareils         |  7388 |   1   |   7388   |
|       téléphoniques        |  7389 |   1   |   7389   |
|           cddvd            |  7390 |   1   |   7390   |
|         raccorder          |  7391 |   1   |   7391   |
|        réalisation         |  7392 |   1   |   7392   |
|        initiéenote         |  7393 |   1   |   7393   |
|          imprimée          |  7394 |   1   |   7394   |
|         percevait          |  7395 |   1   |   7395   |
|           ventes           |  7396 |   1   |   7396   |
|           brutes           |  7397 |   1   |   7397   |
|          lartiste          |  7398 |   1   |   7398   |
|         mandiberg          |  7399 |   1   |   7399   |
|          imprima           |  7400 |   1   |   7400   |
|          intitulé          |  7401 |   1   |   7401   |
|           print            |  7402 |   1   |   7402   |
|           vendue           |  7403 |   1   |   7403   |
|          semestre          |  7404 |   1   |   7404   |
|           vendus           |  7405 |   1   |   7405   |
|         linterweb          |  7406 |   1   |   7406   |
|         moulinwiki         |  7407 |   1   |   7407   |
|     iescgeekcorpsmali      |  7408 |   1   |   7408   |
|         intégrale          |  7409 |   1   |   7409   |
|          incluant          |  7410 |   1   |   7410   |
|             mo             |  7411 |   1   |   7411   |
|           abouti           |  7412 |   1   |   7412   |
|       électroniques        |  7413 |   1   |   7413   |
|        imprimables         |  7414 |   1   |   7414   |
|          cahiers           |  7415 |   1   |   7415   |
|     wikipédiawikipédia     |  7416 |   1   |   7416   |
|           décran           |  7417 |   1   |   7417   |
|          windows           |  7418 |   1   |   7418   |
|           macos            |  7419 |   1   |   7419   |
|            ios             |  7420 |   1   |   7420   |
|           format           |  7421 |   1   |   7421   |
|            zim             |  7422 |   1   |   7422   |
|         wikiquote          |  7423 |   1   |   7423   |
|         wikivoyage         |  7424 |   1   |   7424   |
|           textes           |  7425 |   1   |   7425   |
|          variant           |  7426 |   1   |   7426   |
|         afripédia          |  7427 |   1   |   7427   |
|           campus           |  7428 |   1   |   7428   |
|          dafrique          |  7429 |   1   |   7429   |
|          liaison           |  7430 |   1   |   7430   |
|         disposait          |  7431 |   1   |   7431   |
|        dordinateurs        |  7432 |   1   |   7432   |
|            plug            |  7433 |   1   |   7433   |
|          équipés           |  7434 |   1   |   7434   |
|            wifi            |  7435 |   1   |   7435   |
|           corée            |  7436 |   1   |   7436   |
|         introduite         |  7437 |   1   |   7437   |
|         dissidents         |  7438 |   1   |   7438   |
|           corpus           |  7439 |   1   |   7439   |
|          médical           |  7440 |   1   |   7440   |
|          wikimed           |  7441 |   1   |   7441   |
|           dumps            |  7442 |   1   |   7442   |
|        sauvegardes         |  7443 |   1   |   7443   |
|      téléchargeables       |  7444 |   1   |   7444   |
|        encombrants         |  7445 |   1   |   7445   |
|         gigaoctets         |  7446 |   1   |   7446   |
|           temple           |  7447 |   1   |   7447   |
|          médinet           |  7448 |   1   |   7448   |
|           habou            |  7449 |   1   |   7449   |
|          consulte          |  7450 |   1   |   7450   |
|          tablette          |  7451 |   1   |   7451   |
|      automatiquement       |  7452 |   1   |   7452   |
|        plateformes         |  7453 |   1   |   7453   |
|          nomades           |  7454 |   1   |   7454   |
|           webos            |  7455 |   1   |   7455   |
|           opera            |  7456 |   1   |   7456   |
|            mini            |  7457 |   1   |   7457   |
|          netfront          |  7458 |   1   |   7458   |
|            sony            |  7459 |   1   |   7459   |
|        playstation         |  7460 |   1   |   7460   |
|            wii             |  7461 |   1   |   7461   |
|          basculer          |  7462 |   1   |   7462   |
|        transformer         |  7463 |   1   |   7463   |
|        consultables        |  7464 |   1   |   7464   |
|          webaroo           |  7465 |   1   |   7465   |
|          plucker           |  7466 |   1   |   7466   |
|         lappareil          |  7467 |   1   |   7467   |
|         horsligne          |  7468 |   1   |   7468   |
|       commercialisé        |  7469 |   1   |   7469   |
|         consultée          |  7470 |   1   |   7470   |
|        lapplication        |  7471 |   1   |   7471   |
|            play            |  7472 |   1   |   7472   |
|            lapp            |  7473 |   1   |   7473   |
|           store            |  7474 |   1   |   7474   |
|     collaborativement      |  7475 |   1   |   7475   |
|        décentralisé        |  7476 |   1   |   7476   |
|        autoorganisé        |  7477 |   1   |   7477   |
|           pairs            |  7478 |   1   |   7478   |
|         immédiates         |  7479 |   1   |   7479   |
|        inscription         |  7480 |   1   |   7480   |
|        généraliste         |  7481 |   1   |   7481   |
|        amélioration        |  7482 |   1   |   7482   |
|         constante          |  7483 |   1   |   7483   |
|      incompréhensions      |  7484 |   1   |   7484   |
|         documenté          |  7485 |   1   |   7485   |
|         populaires         |  7486 |   1   |   7486   |
|         nattirant          |  7487 |   1   |   7487   |
|         dattention         |  7488 |   1   |   7488   |
|       systématiques        |  7489 |   1   |   7489   |
|           slogan           |  7490 |   1   |   7490   |
|        distribuable        |  7491 |   1   |   7491   |
|         améliorer          |  7492 |   1   |   7492   |
|         britannica         |  7493 |   1   |   7493   |
|          lucratif          |  7494 |   1   |   7494   |
|          inédites          |  7495 |   1   |   7495   |
|          exposer           |  7496 |   1   |   7496   |
|          établies          |  7497 |   1   |   7497   |
|        secondaires         |  7498 |   1   |   7498   |
|         hiérarchie         |  7499 |   1   |   7499   |
|      quantitativement      |  7500 |   1   |   7500   |
|         impliquées         |  7501 |   1   |   7501   |
|          domaines          |  7502 |   1   |   7502   |
|         favoriser          |  7503 |   1   |   7503   |
|          recopier          |  7504 |   1   |   7504   |
|        modifiernote        |  7505 |   1   |   7505   |
|        redistribuer        |  7506 |   1   |   7506   |
|        gratuitement        |  7507 |   1   |   7507   |
|        onéreusement        |  7508 |   1   |   7508   |
|          découle           |  7509 |   1   |   7509   |
|          formulée          |  7510 |   1   |   7510   |
|      paternitépartage      |  7511 |   1   |   7511   |
|         initiales          |  7512 |   1   |   7512   |
|         lidentique         |  7513 |   1   |   7513   |
|             cc             |  7514 |   1   |   7514   |
|          licences          |  7515 |   1   |   7515   |
|          limport           |  7516 |   1   |   7516   |
|          autorisé          |  7517 |   1   |   7517   |
|       limpossibilité       |  7518 |   1   |   7518   |
|         réutiliser         |  7519 |   1   |   7519   |
|         concernées         |  7520 |   1   |   7520   |
|          gfdlnote          |  7521 |   1   |   7521   |
|        licencesnote        |  7522 |   1   |   7522   |
|      recommandations       |  7523 |   1   |   7523   |
|           viser            |  7524 |   1   |   7524   |
|        qualiténote         |  7525 |   1   |   7525   |
|        respectueux         |  7526 |   1   |   7526   |
|         sefforcer          |  7527 |   1   |   7527   |
|       objectivement        |  7528 |   1   |   7528   |
|        vérifiables         |  7529 |   1   |   7529   |
|          notoires          |  7530 |   1   |   7530   |
|          convenir          |  7531 |   1   |   7531   |
|        rationnelles        |  7532 |   1   |   7532   |
|          stipule           |  7533 |   1   |   7533   |
|          évoquer           |  7534 |   1   |   7534   |
|        controversée        |  7535 |   1   |   7535   |
|          déclarer          |  7536 |   1   |   7536   |
|          insinuer          |  7537 |   1   |   7537   |
|           priori           |  7538 |   1   |   7538   |
|         nimplique          |  7539 |   1   |   7539   |
|         égalitaire         |  7540 |   1   |   7540   |
|         accordant          |  7541 |   1   |   7541   |
|         acceptées          |  7542 |   1   |   7542   |
|          inversé           |  7543 |   1   |   7543   |
|          sinscrit          |  7544 |   1   |   7544   |
|          hopkins           |  7545 |   1   |   7545   |
|         popularisé         |  7546 |   1   |   7546   |
|          richard           |  7547 |   1   |   7547   |
|          stallman          |  7548 |   1   |   7548   |
|        dutilisation        |  7549 |   1   |   7549   |
|        étenduesnote        |  7550 |   1   |   7550   |
|       informaticiens       |  7551 |   1   |   7551   |
|          adeptes           |  7552 |   1   |   7552   |
|        laissezfaire        |  7553 |   1   |   7553   |
|       participation        |  7554 |   1   |   7554   |
|            lâge            |  7555 |   1   |   7555   |
|            sexe            |  7556 |   1   |   7556   |
|          ignorées          |  7557 |   1   |   7557   |
|          nuisent           |  7558 |   1   |   7558   |
|        dictionnaire        |  7559 |   1   |   7559   |
|          métiers           |  7560 |   1   |   7560   |
|          neutres           |  7561 |   1   |   7561   |
|          louvrage          |  7562 |   1   |   7562   |
|           denis            |  7563 |   1   |   7563   |
|         dalembert          |  7564 |   1   |   7564   |
|       caractérisait        |  7565 |   1   |   7565   |
|       lobscurantisme       |  7566 |   1   |   7566   |
|          chartier          |  7567 |   1   |   7567   |
|         invisibles         |  7568 |   1   |   7568   |
|          naurait           |  7569 |   1   |   7569   |
|       juxtaposition        |  7570 |   1   |   7570   |
|         regrouper          |  7571 |   1   |   7571   |
|         regroupées         |  7572 |   1   |   7572   |
|          espaces           |  7573 |   1   |   7573   |
|           rangés           |  7574 |   1   |   7574   |
|      hiérarchisation       |  7575 |   1   |   7575   |
|        arborescente        |  7576 |   1   |   7576   |
|          ditalie           |  7577 |   1   |   7577   |
|          reliées           |  7578 |   1   |   7578   |
|          naviguer          |  7579 |   1   |   7579   |
|        wiktionnaire        |  7580 |   1   |   7580   |
|        commonsnote         |  7581 |   1   |   7581   |
|            clic            |  7582 |   1   |   7582   |
|           souris           |  7583 |   1   |   7583   |
|          lauteur           |  7584 |   1   |   7584   |
|           mènent           |  7585 |   1   |   7585   |
|           lappui           |  7586 |   1   |   7586   |
|        dapprofondir        |  7587 |   1   |   7587   |
|          nofollow          |  7588 |   1   |   7588   |
|        dindexation         |  7589 |   1   |   7589   |
|         linsertion         |  7590 |   1   |   7590   |
|        publicitaire        |  7591 |   1   |   7591   |
|          dassurer          |  7592 |   1   |   7592   |
|          archive           |  7593 |   1   |   7593   |
|          onglets           |  7594 |   1   |   7594   |
|          daccéder          |  7595 |   1   |   7595   |
|            code            |  7596 |   1   |   7596   |
|        wikicodenote        |  7597 |   1   |   7597   |
|           lister           |  7598 |   1   |   7598   |
|        identifiées         |  7599 |   1   |   7599   |
|          ladresse          |  7600 |   1   |   7600   |
|       préalablement        |  7601 |   1   |   7601   |
|         rattachée          |  7602 |   1   |   7602   |
|          débattre          |  7603 |   1   |   7603   |
|          élaboré           |  7604 |   1   |   7604   |
|          guidant           |  7605 |   1   |   7605   |
|        propresnote         |  7606 |   1   |   7606   |
|        pourcentages        |  7607 |   1   |   7607   |
|        lintervalle         |  7608 |   1   |   7608   |
|         dhéberger          |  7609 |   1   |   7609   |
|           incite           |  7610 |   1   |   7610   |
|         exceptées          |  7611 |   1   |   7611   |
|         copyrights         |  7612 |   1   |   7612   |
|       incompatibles        |  7613 |   1   |   7613   |
|       téléversement        |  7614 |   1   |   7614   |
|          doctrine          |  7615 |   1   |   7615   |
|        réglementant        |  7616 |   1   |   7616   |
|      législationsnote      |  7617 |   1   |   7617   |
|            fair            |  7618 |   1   |   7618   |
|            use             |  7619 |   1   |   7619   |
|         daugmenter         |  7620 |   1   |   7620   |
|         illustrer          |  7621 |   1   |   7621   |
|          concours          |  7622 |   1   |   7622   |
|       photographique       |  7623 |   1   |   7623   |
|           loves            |  7624 |   1   |   7624   |
|           earth            |  7625 |   1   |   7625   |
|           photos           |  7626 |   1   |   7626   |
|         patrimoine         |  7627 |   1   |   7627   |
|         téléverser         |  7628 |   1   |   7628   |
|         répertoire         |  7629 |   1   |   7629   |
|        imaginables         |  7630 |   1   |   7630   |
|         dépassées          |  7631 |   1   |   7631   |
|         fréquentés         |  7632 |   1   |   7632   |
|          visites           |  7633 |   1   |   7633   |
|        quotidiennes        |  7634 |   1   |   7634   |
|       comptabilisant       |  7635 |   1   |   7635   |
|          dajouter          |  7636 |   1   |   7636   |
|        médiathèque         |  7637 |   1   |   7637   |
|          illustre          |  7638 |   1   |   7638   |
|          figurées          |  7639 |   1   |   7639   |
|          cliquez           |  7640 |   1   |   7640   |
|            toit            |  7641 |   1   |   7641   |
|      proportionnelle       |  7642 |   1   |   7642   |
|          affiché           |  7643 |   1   |   7643   |
|          dessiné           |  7644 |   1   |   7644   |
|         bonshommes         |  7645 |   1   |   7645   |
|        transportent        |  7646 |   1   |   7646   |
|          normales          |  7647 |   1   |   7647   |
|           farina           |  7648 |   1   |   7648   |
|         collègues          |  7649 |   1   |   7649   |
|         minecraft          |  7650 |   1   |   7650   |
|         distincts          |  7651 |   1   |   7651   |
|           gérée            |  7652 |   1   |   7652   |
|         bénéficie          |  7653 |   1   |   7653   |
|         autonomie          |  7654 |   1   |   7654   |
|        construites         |  7655 |   1   |   7655   |
|          métawiki          |  7656 |   1   |   7656   |
|          égyptien          |  7657 |   1   |   7657   |
|         arménienne         |  7658 |   1   |   7658   |
|          bulgare           |  7659 |   1   |   7659   |
|          danoise           |  7660 |   1   |   7660   |
|         estonienne         |  7661 |   1   |   7661   |
|          finnoise          |  7662 |   1   |   7662   |
|         galicienne         |  7663 |   1   |   7663   |
|          galloise          |  7664 |   1   |   7664   |
|          hébreue           |  7665 |   1   |   7665   |
|         hongroise          |  7666 |   1   |   7666   |
|        indonésienne        |  7667 |   1   |   7667   |
|           kazakh           |  7668 |   1   |   7668   |
|        lituanienne         |  7669 |   1   |   7669   |
|          malaise           |  7670 |   1   |   7670   |
|        minangkabau         |  7671 |   1   |   7671   |
|          minnane           |  7672 |   1   |   7672   |
|        néerlandaise        |  7673 |   1   |   7673   |
|        norvégienne         |  7674 |   1   |   7674   |
|          ourdoue           |  7675 |   1   |   7675   |
|           ouzbek           |  7676 |   1   |   7676   |
|          persane           |  7677 |   1   |   7677   |
|         polonaise          |  7678 |   1   |   7678   |
|         portugaise         |  7679 |   1   |   7679   |
|          roumaine          |  7680 |   1   |   7680   |
|           serbe            |  7681 |   1   |   7681   |
|        serbocroate         |  7682 |   1   |   7682   |
|           tatare           |  7683 |   1   |   7683   |
|         tchétchène         |  7684 |   1   |   7684   |
|           turque           |  7685 |   1   |   7685   |
|        ukrainienne         |  7686 |   1   |   7686   |
|        vietnamienne        |  7687 |   1   |   7687   |
|           limité           |  7688 |   1   |   7688   |
|           robot            |  7689 |   1   |   7689   |
|         qualitatif         |  7690 |   1   |   7690   |
|         arbitraire         |  7691 |   1   |   7691   |
|         avoirnote          |  7692 |   1   |   7692   |
|        officielles         |  7693 |   1   |   7693   |
|         attachées          |  7694 |   1   |   7694   |
|          rédigées          |  7695 |   1   |   7695   |
|          occitane          |  7696 |   1   |   7696   |
|          bretonne          |  7697 |   1   |   7697   |
|          picarde           |  7698 |   1   |   7698   |
|         recourent          |  7699 |   1   |   7699   |
|        lorthographe        |  7700 |   1   |   7700   |
|        typographie         |  7701 |   1   |   7701   |
|          laccent           |  7702 |   1   |   7702   |
|            aigu            |  7703 |   1   |   7703   |
|          désigner          |  7704 |   1   |   7704   |
|          romanes           |  7705 |   1   |   7705   |
|           picard           |  7706 |   1   |   7706   |
|    malayopolynésiennes     |  7707 |   1   |   7707   |
|         soundanais         |  7708 |   1   |   7708   |
|           tétoum           |  7709 |   1   |   7709   |
|         ouralienne         |  7710 |   1   |   7710   |
|         consultées         |  7711 |   1   |   7711   |
|           dalexa           |  7712 |   1   |   7712   |
|          abstract          |  7713 |   1   |   7713   |
|        structurées         |  7714 |   1   |   7714   |
|          wikidata          |  7715 |   1   |   7715   |
|        wikipédienne        |  7716 |   1   |   7716   |
|          unumerit          |  7717 |   1   |   7717   |
|            dâge            |  7718 |   1   |   7718   |
|           lissés           |  7719 |   1   |   7719   |
|        déclaraient         |  7720 |   1   |   7720   |
|           master           |  7721 |   1   |   7721   |
|        motivations         |  7722 |   1   |   7722   |
|            bot             |  7723 |   1   |   7723   |
|            bots            |  7724 |   1   |   7724   |
|         programmés         |  7725 |   1   |   7725   |
|        maintenance         |  7726 |   1   |   7726   |
|          communes          |  7727 |   1   |   7727   |
|        répartissent        |  7728 |   1   |   7728   |
|         concentrée         |  7729 |   1   |   7729   |
|       interviennent        |  7730 |   1   |   7730   |
|       ponctuellement       |  7731 |   1   |   7731   |
|          unifiés           |  7732 |   1   |   7732   |
|          dhommes           |  7733 |   1   |   7733   |
|       contributrices       |  7734 |   1   |   7734   |
|         antérieurs         |  7735 |   1   |   7735   |
|        lexpérience         |  7736 |   1   |   7736   |
|           utiles           |  7737 |   1   |   7737   |
|           divisé           |  7738 |   1   |   7738   |
|         déditeurs          |  7739 |   1   |   7739   |
|         disposent          |  7740 |   1   |   7740   |
|           gérés            |  7741 |   1   |   7741   |
